stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\trabalho PI\Em-busca-do-Hardware-perdido\JogoPi2\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.25020] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25027] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25035] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25042] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25050] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25057] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25066] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25073] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25081] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25089] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25098] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25106] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25114] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25122] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25134] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25142] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25150] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25158] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25166] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25174] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25182] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25189] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25201] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25209] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25217] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25224] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25232] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25240] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25248] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25256] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25264] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25271] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25294] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25303] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25311] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25319] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25327] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25336] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25343] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25352] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25359] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25367] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25375] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25383] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25391] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25399] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25485] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25494] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25502] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25510] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25517] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25525] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25533] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25616] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25625] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25633] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25641] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25649] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25658] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25740] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25748] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25757] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25766] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25774] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25781] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25789] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25797] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25805] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25813] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25822] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25829] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25837] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25845] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25853] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25861] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25869] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25876] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25884] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25891] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25929] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25962] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25971] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25979] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25986] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25994] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.26003] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.26011] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26093] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.26102] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26111] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.26119] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26127] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.26136] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.26144] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.26153] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.26163] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.26171] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26181] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.26189] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26197] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.26205] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26213] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.26220] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.26228] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.26235] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.26243] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.26251] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26259] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.26267] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26276] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.26283] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.26291] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.26299] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26307] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26315] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26324] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26332] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26340] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26348] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26356] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26363] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26371] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26379] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26387] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26395] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26404] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26412] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26420] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26428] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26437] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26444] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26453] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26461] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26469] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26477] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26486] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26493] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26502] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26510] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26518] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26526] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26534] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26541] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26549] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26557] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26566] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26574] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26583] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26591] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26601] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26609] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26618] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26626] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26634] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26642] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26650] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26658] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26666] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26674] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26682] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26690] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26698] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26705] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26713] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26721] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26729] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26737] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26745] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26753] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26762] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26770] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26778] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26786] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26795] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26803] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26811] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26819] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26828] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26835] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26843] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26851] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26860] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26867] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26875] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26883] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.26891] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26899] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26907] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26915] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26923] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.26931] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.26939] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.26949] Trying format 0.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.27008] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.27017] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.27877] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:849  d3d_create_device                [   0.33015] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:857  d3d_create_device                [   0.33030] Success
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.33040] Resumed after wait.
d3d      I         d3d_disp.cpp:1734 d3d_create_display_internals     [   0.33054] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1765 d3d_create_display_internals     [   0.33062] Returning d3d_display: 0BFC2BC0
d3d      D         d3d_disp.cpp:1790 d3d_create_display_locked        [   0.33071] al_display=0BFC2BC0
d3d      D         d3d_disp.cpp:1791 d3d_create_display_locked        [   0.33083] al_display->vt=0292BEF8
acodec   I                ogg.c:440  _al_load_ogg_vorbis_audio_stream [   0.33107] Loading stream musica.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33118] opening musica.ogg rb
acodec   D                ogg.c:499  _al_load_ogg_vorbis_audio_stream_f [   0.33191] channels 2
acodec   D                ogg.c:500  _al_load_ogg_vorbis_audio_stream_f [   0.33200] word_size 2
acodec   D                ogg.c:501  _al_load_ogg_vorbis_audio_stream_f [   0.33210] rate 44100
acodec   D                ogg.c:502  _al_load_ogg_vorbis_audio_stream_f [   0.33221] total_samples 2452608
acodec   D                ogg.c:503  _al_load_ogg_vorbis_audio_stream_f [   0.33228] total_size 9810432
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33273] opening menu1.jpg rb
audio    D         kcm_stream.c:681  _al_kcm_feed_stream              [   0.33299] Stream feeder thread started.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33308] opening menu1.jpg rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.33317] added dtor for queue 0C1F1830, func 790B154B
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33336] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33345] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33352] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33360] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33368] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33376] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33383] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33390] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.33398] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.33407] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.33414] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.33422] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.33430] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.33527] added dtor for bitmap 0C2E1CE8, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.34083] opening azul.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.34106] opening azul.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34130] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34138] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34148] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34163] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34171] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34180] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34191] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34199] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.34207] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.34218] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.34226] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.34234] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.34243] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.34505] added dtor for bitmap 0C2D7240, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35358] opening vermelha.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35382] opening vermelha.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35397] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35406] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35416] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35428] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35436] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35447] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35456] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35466] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.35475] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.35482] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.35490] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.35498] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.35508] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.35743] added dtor for bitmap 0C2E1AB8, func 790B23FB
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.36527] Loading sample som.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36543] opening som.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.36603] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.36612] word_size 2
